COMPANY NAME,RATING,REVIEWS,PACKAGE,INDUSTRY,BENEFITS,CONS,INDIA HQ,BRANCHES,TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
SKS Fasteners,3.3,142,625,Auto Components,"Job Security, Skill Development / Learning, Work Satisfaction",,Pune,5 other locations,1k-5k  ,,42 years old
Purnartha Investment Advisors,3.5,142,713,Financial Services,"Work Life Balance, Company Culture, Skill Development / Learning",,Pune,14 other locations,51-200  ,,2 years old
CL Educate,3.9,142,639,Education & Training,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,New Delhi,23 other locations,51-200  ,,14 years old
Ewac Alloys,4.2,142,617,Industrial Machinery,Promotions / Appraisal,,Ankleshwar,34 other locations,51-200  ,,19 years old
CL Educate,3.9,142,639,Education & Training,"Work Life Balance, Skill Development / Learning, Company Culture",,New Delhi,23 other locations,51-200  ,,20 years old
ITC Group,3.8,142,705,Bangalore / Bengaluru +36 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",,,,51-200  ,, 
DOGUS SOMA JV,4.2,142,531,Engineering & Construction,"Company Culture, Work Life Balance, Job Security",,Mumbai,3 other locations,501-1k  ,,17 years old
Shine,2.8,142,487,Internet,"Job Security, Company Culture, Promotions / Appraisal",,Gurgaon / Gurugram,20 other locations,201-500  ,Startup,4 years old
Mosaic Wellness,3.6,142,508,Fitness & Wellness,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",,Mumbai,8 other locations,501-1k  ,Startup,12 years old
Progility Technologies,3.3,142,501,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Mumbai,25 other locations,51-200  ,,31 years old
Nivara Home Finance,3.8,142,458,Financial Services,"Job Security, Skill Development / Learning, Company Culture",,Bangalore / Bengaluru,30 other locations,51-200  ,,51 years old
Nesma Trading,4.1,142,233,Engineering & Construction,"Promotions / Appraisal, Salary & Benefits",,Al Khobar,11 other locations,501-1k  ,,10 years old
LimeRoad,2.5,142,909,Internet,"Promotions / Appraisal, Work Satisfaction, Company Culture",,Gurgaon / Gurugram,7 other locations,51-200  ,,27 years old
Creative Garments,3.8,142,580,Fashion & Textile,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal,Mumbai,13 other locations,201-500  ,,16 years old
New India Co-Op Bank,3.1,142,619,Banking,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Mumbai,6 other locations,1k-5k  ,,41 years old
Apcotex Industries,3.7,142,808,Chemicals,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance",,Navi Mumbai,10 other locations,501-1k  ,Public,34 years old
Raam Group,3.6,142,510,Automobile,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,Hyderabad / Secunderabad,8 other locations,  ,,16 years old
Evonith Metallics,3.9,142,515,Wardha +6 other locations,Skill Development / Learning,"Company Culture, Promotions / Appraisal, Salary & Benefits",,,51-200  ,,31 years old
Ultratech India,3.8,142,747,Pharma,"Work Life Balance, Skill Development / Learning, Job Security",,Mumbai,52 other locations,201-500  ,,16 years old
HelpAge India,4.1,142,384,Non-Profit,"Job Security, Skill Development / Learning, Work Life Balance",,New Delhi,51 other locations,1k-5k  ,Ahmedabad,13 years old
Sohan Lal Commodity Management,4.1,142,460,Logistics,"Company Culture, Work Life Balance, Skill Development / Learning",,New Delhi,28 other locations,201-500  ,,62 years old
JCBL,3.1,142,575,Auto Components,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",Chandigarh,17 other locations,10k-50k  ,Conglomerate,204 years old
Camlin Fine Sciences,3.4,142,823,Chemicals,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",Mumbai,14 other locations,Guwahati +6 more,nan, 
DIC India,3.9,142,668,Chemicals,"Job Security, Skill Development / Learning",,Noida,15 other locations,1k-5k  ,,44 years old
New India Co-Op Bank,3.1,142,619,Banking,"Company Culture, Work Life Balance",Promotions / Appraisal,Mumbai,6 other locations,201-500  ,,12 years old
Camlin Fine Sciences,3.4,142,823,Chemicals,"Company Culture, Salary & Benefits, Promotions / Appraisal",,Mumbai,14 other locations,51-200  ,,25 years old
Shakti Precision Components,3.6,143,689,Other,"Job Security, Skill Development / Learning, Salary & Benefits",,Bangalore / Bengaluru,6 other locations,501-1k  ,, 
Mehta Cad Cam Systems,4,142,640,Industrial Machinery,,,Ahmedabad,19 other locations,51-200  ,,17 years old
Western Coalfields,4.4,142,335,Metals & Mining,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,Nagpur,18 other locations,51-200  ,,40 years old
KEM Hospital,3.9,142,515,Healthcare,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Pune,5 other locations,Hyderabad +21 more,nan, 
Bsa Corporation,3.6,142,726,Auto Components,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Pune,25 other locations,201-500  ,,31 years old
Delval Flow Controls,4.1,142,798,Industrial Machinery,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Pune,8 other locations,27 years old,, 
Puma Energy,3,142,713,Power,Work Life Balance,,Mumbai,8 other locations,51-200  ,,39 years old
Amec Foster Wheeler,3.9,143,327,Oil & Gas,"Work Life Balance, Work Satisfaction, Company Culture",,Chennai,14 other locations,1k-5k  ,,17 years old
Dipty Lal Judge Mal,4,142,520,Retail,"Job Security, Work Life Balance, Company Culture",,Noida,11 other locations,201-500  ,,56 years old
Sms Integrated Facility Services,4.2,142,598,Facility Management Services,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Mumbai,26 other locations,51-200  ,Public,51 years old
Zuno General Insurance,4.1,143,280,Mumbai +9 other locations,"Work Satisfaction, Work Life Balance, Job Security",,,,1k-5k   (Global),,21 years old
Nesma Trading,4.1,142,233,Engineering & Construction,Job Security,"Salary & Benefits, Promotions / Appraisal",Al Khobar,11 other locations,Cleveland +17 more,nan, 
DigiLantern,3.9,142,262,IT Services & Consulting,"Skill Development / Learning, Company Culture, Job Security",Salary & Benefits,Noida,5 other locations,1k-5k  ,,13 years old
Toll Group,4.1,141,847,Logistics,"Work Life Balance, Skill Development / Learning, Job Security",,Pune,18 other locations,201-500  ,Public,26 years old
Shyplite,3.8,141,290,Logistics,"Work Life Balance, Job Security, Company Culture",Salary & Benefits,New Delhi,2 other locations,501-1k  ,,27 years old
NewAge Software & Solutions,3.6,141,1.1k,IT Services & Consulting,,,Chennai,8 other locations,501-1k  ,,7 years old
BlueBinaries Engineering and Solutions,2.8,141,1k,Software Product,Work Life Balance,Promotions / Appraisal,Bangalore / Bengaluru,5 other locations,1k-5k  ,Public,32 years old
Trell,3.1,141,849,Internet,"Company Culture, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Bangalore / Bengaluru,14 other locations,1k-5k  ,,20 years old
W3Softech India,4.2,141,779,IT Services & Consulting,"Job Security, Work Life Balance, Work Satisfaction",,Hyderabad / Secunderabad,2 other locations,51-200  ,,48 years old
Swastik Infralogics Private Limited,4,141,549,Engineering & Construction,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Mumbai,21 other locations,201-500  ,,20 years old
Vipul Motors,3.8,141,540,Automobile,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,Faridabad,7 other locations,501-1k  ,Public,97 years old
Aczet,3.3,141,537,Electronics Manufacturing,"Job Security, Work Life Balance, Company Culture",,Mumbai,13 other locations,10k-50k  ,,208 years old
Haldiram Bhujiawala,3.1,140,467,Food Processing,"Company Culture, Job Security, Promotions / Appraisal",,Kolkata,37 other locations,51-200  ,,14 years old
SRV Media,3.2,141,478,Marketing & Advertising,"Job Security, Company Culture, Work Life Balance",,Pune,7 other locations,201-500  ,,71 years old
Moving Picture Company,3.8,141,441,Media & Entertainment,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security",Bangalore / Bengaluru,15 other locations,1k-5k  ,,50 years old
Sage Metals,3.6,141,725,Metals & Mining,"Job Security, Promotions / Appraisal, Work Satisfaction",,New Delhi,8 other locations,1k-5k   (Global),,26 years old
Arch Pharmalabs,3.6,141,648,Pharma,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Mumbai,14 other locations,1k-5k  ,,27 years old
Amp Motors,3.8,141,638,Automobile,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Gurgaon / Gurugram,12 other locations,501-1k  ,,36 years old
Ramco Steels,4,141,634,Iron & Steel,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",,Faridabad,6 other locations,51-200  ,,25 years old
GKN Sinter Metals,4,141,582,Auto Components,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",Pune,9 other locations,51-200  ,, 
Fedora Solutions,3.4,141,599,IT Services & Consulting,"Job Security, Work Satisfaction, Company Culture",,Ahmedabad,1 other locations,  ,,39 years old
Amps Electrical Facility Services,3,141,527,Facility Management Services,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Bangalore / Bengaluru,16 other locations,51-200  ,,42 years old
Modenik Lifestyle,3.6,141,581,Fashion & Textile,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",Bangalore / Bengaluru,29 other locations,51-200  ,,55 years old
Bombay Hospital,3.5,141,438,Healthcare,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Mumbai,5 other locations,10k-50k  ,Public,77 years old
Stantec,3.6,141,998,Engineering & Construction,"Job Security, Work Life Balance",,Pune,7 other locations,501-1k  ,Public,55 years old
Allyis India,3.2,141,802,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",,Hyderabad / Secunderabad,4 other locations,51-200  ,,66 years old
Everest Group,3.2,142,1.3k,Analytics & KPO,"Skill Development / Learning, Company Culture, Job Security",,Gurgaon / Gurugram,15 other locations,51-200  ,Startup,9 years old
Liebherr,4,141,620,Industrial Machinery,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",,Mumbai,25 other locations,201-500  ,,32 years old
AVIZVA,2.5,141,838,IT Services & Consulting,Work Life Balance,Promotions / Appraisal,Gurgaon / Gurugram,4 other locations,201-500  ,,12 years old
JConnect Infotech,3.4,141,656,Recruitment,"Job Security, Promotions / Appraisal, Salary & Benefits",,Noida,7 other locations,1k-5k  ,Startup,12 years old
Ogilvy,3.6,141,1.1k,Marketing & Advertising,"Company Culture, Salary & Benefits, Work Satisfaction",,Mumbai,11 other locations,1k-5k  ,Public,37 years old
Electronics Mart India,3.5,141,573,Retail,"Promotions / Appraisal, Job Security, Salary & Benefits",,Hyderabad / Secunderabad,25 other locations,51-200  ,,36 years old
B.P. Poddar Hospital & Medical Research,2.9,141,445,Healthcare,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Kolkata,3 other locations,1k-5k  ,Public,Porbandar +5 more
Kotak Mahindra Asset Management Company,4,141,875,Financial Services,"Salary & Benefits, Skill Development / Learning, Company Culture",,Mumbai,53 other locations,5k-10k   (Global),,62 years old
Allyis India,3.2,141,802,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture",,Hyderabad / Secunderabad,4 other locations,51-200  ,,25 years old
General Diagnostics International Private Limited,3.2,141,477,Healthcare,"Promotions / Appraisal, Salary & Benefits",,Mumbai,23 other locations,501-1k  ,,54 years old
Oaknorth Bank,2.8,141,1.3k,Banking,Work Life Balance,,Gurgaon / Gurugram,3 other locations,51-200  ,,30 years old
Digamber Finance,4.1,141,391,Financial Services,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Jaipur,41 other locations,,nan, 
Doms Industries,3.6,141,684,Other,"Skill Development / Learning, Company Culture, Job Security",,Umbergaon,27 other locations,51-200  ,,65 years old
Shinhan Bank,3.5,141,814,Banking,"Job Security, Skill Development / Learning, Salary & Benefits",,Mumbai,9 other locations,51-200  ,Startup,6 years old
Alp Overseas,3.5,141,662,Auto Components,"Work Life Balance, Company Culture, Promotions / Appraisal",,Neemrana,12 other locations,Gurgaon / Gurugram +24 more,nan, 
Recykal,4.2,141,703,Internet,"Promotions / Appraisal, Work Satisfaction, Job Security",,Hyderabad / Secunderabad,9 other locations,51-200  ,,145 years old
Giridhan Metal,4,141,427,Asansol +12 other locations,"Promotions / Appraisal, Job Security, Company Culture",,,,  ,, 
Virtusa Software Services,3.4,141,1.4k,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security",,Chennai,9 other locations,Noida +2 more,nan, 
Saudi Oger,4.6,141,146,Engineering & Construction,"Job Security, Promotions / Appraisal, Work Life Balance",,Riyadh,13 other locations,201-500  ,,24 years old
Shyplite,3.8,141,290,Logistics,"Company Culture, Work Life Balance, Salary & Benefits",,New Delhi,2 other locations,201-500  ,,25 years old
Evertogen Life Sciences,3.5,140,421,Hyderabad / Secunderabad +6 other locations,"Job Security, Company Culture, Work Life Balance",,,,201-500   (Global),Conglomerate,49 years old
J&F,3.6,140,420,Engineering & Construction,Job Security,"Promotions / Appraisal, Salary & Benefits",Chennai,5 other locations,01-10-2025 00:00,,18 years old
AKM Global,4.1,140,388,Accounting & Auditing,"Promotions / Appraisal, Job Security, Salary & Benefits",,Gurgaon / Gurugram,11 other locations,51-200  ,,24 years old
MPPTCL,3.8,140,386,Oil & Gas,,,Jabalpur,34 other locations,201-500  ,,3 years old
Deepak Foundation,3.7,140,379,Non-Profit,Work Life Balance,"Salary & Benefits, Promotions / Appraisal, Company Culture",Vadodara,29 other locations,51-200  ,,16 years old
Hansa Cequity,3.1,140,796,Marketing & Advertising,"Promotions / Appraisal, Company Culture, Work Satisfaction",,Mumbai,5 other locations,201-500  ,,17 years old
Tata Passenger Electric Mobility,4,141,460,Automobile,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Ahmedabad,13 other locations,201-500  ,Public,13 years old
Exicom Tele Systems,4.1,140,407,Gurgaon / Gurugram +11 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",,,501-1k  ,,38 years old
GMP Technical Solutions,3.9,140,641,Industrial Machinery,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Mumbai,20 other locations,201-500  ,,33 years old
SurePrep,4,140,794,Software Product,Skill Development / Learning,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",Mumbai,4 other locations,1k-5k  ,,38 years old
Altigreen Propulsion Labs,3.4,141,743,Electronics Manufacturing,"Job Security, Company Culture, Work Life Balance",,Bangalore / Bengaluru,14 other locations,1k-5k  ,Fortune India 500,127 years old
Element14,3.7,140,890,Semiconductors,"Promotions / Appraisal, Work Satisfaction, Job Security",,Bangalore / Bengaluru,6 other locations,201-500  ,,17 years old
Space Matrix Design Consultants,3.6,140,639,Architecture & Interior Design,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Bangalore / Bengaluru,10 other locations,51-200  ,,40 years old
Shipping Corporation of India,4.1,140,566,Logistics,,,Mumbai,12 other locations,51-200  ,,18 years old
